date,account_id,type,amount,sum_3,mean_3,count_3,sum_15,mean_15,count_15,sum_30,mean_30,count_30
1997-10-31,15,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,17326.6,4331.65,4.0
1997-10-05,17,WITHDRAWAL,10100.0,10100.0,10100.0,1.0,10100.0,10100.0,1.0,10100.0,10100.0,1.0
1997-10-02,18,WITHDRAWAL,20900.0,20900.0,20900.0,1.0,20900.0,20900.0,1.0,20900.0,20900.0,1.0
1997-10-09,18,WITHDRAWAL,48700.0,48700.0,48700.0,1.0,69600.0,34800.0,2.0,69600.0,34800.0,2.0
1997-10-29,18,WITHDRAWAL,45300.0,45300.0,45300.0,1.0,45300.0,45300.0,1.0,114900.0,38300.0,3.0
1997-10-30,18,WITHDRAWAL,31900.0,77200.0,38600.0,2.0,77200.0,38600.0,2.0,146800.0,36700.0,4.0
1997-10-31,18,WITHDRAWAL,30.0,77230.0,25743.333333333332,3.0,77230.0,25743.333333333332,3.0,146830.0,29366.0,5.0
1997-10-23,19,WITHDRAWAL,10700.0,10700.0,10700.0,1.0,10700.0,10700.0,1.0,10700.0,10700.0,1.0
1997-10-26,19,WITHDRAWAL,2700.0,2700.0,2700.0,1.0,13400.0,6700.0,2.0,13400.0,6700.0,2.0
1997-10-29,19,WITHDRAWAL,2700.0,2700.0,2700.0,1.0,16100.0,5366.666666666667,3.0,16100.0,5366.666666666667,3.0
1997-10-31,19,WITHDRAWAL,14.6,2714.6,1357.3,2.0,16114.6,4028.65,4.0,16114.6,4028.65,4.0
1997-10-14,20,WITHDRAWAL,2003.0,2003.0,2003.0,1.0,2003.0,2003.0,1.0,2003.0,2003.0,1.0
1997-10-31,20,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,2017.6,1008.8,2.0
1997-10-03,22,WITHDRAWAL,9800.0,9800.0,9800.0,1.0,9800.0,9800.0,1.0,9800.0,9800.0,1.0
1997-10-10,22,WITHDRAWAL,6352.0,6352.0,6352.0,1.0,16152.0,8076.0,2.0,16152.0,8076.0,2.0
1997-10-19,22,WITHDRAWAL,4500.0,4500.0,4500.0,1.0,10852.0,5426.0,2.0,20652.0,6884.0,3.0
1997-10-31,22,WITHDRAWAL,14.6,14.6,14.6,1.0,4514.6,2257.3,2.0,20666.6,5166.65,4.0
1997-10-05,23,WITHDRAWAL,5807.0,5807.0,5807.0,1.0,5807.0,5807.0,1.0,5807.0,5807.0,1.0
1997-10-09,23,WITHDRAWAL,4920.0,4920.0,4920.0,1.0,10727.0,5363.5,2.0,10727.0,5363.5,2.0
1997-10-28,23,WITHDRAWAL,14800.0,14800.0,14800.0,1.0,14800.0,14800.0,1.0,25527.0,8509.0,3.0
1997-10-31,23,WITHDRAWAL,14.6,14.6,14.6,1.0,14814.6,7407.3,2.0,25541.6,6385.4,4.0
1997-10-01,24,WITHDRAWAL,4000.0,4000.0,4000.0,1.0,4000.0,4000.0,1.0,4000.0,4000.0,1.0
1997-10-08,24,WITHDRAWAL,221.0,221.0,221.0,1.0,4221.0,2110.5,2.0,4221.0,2110.5,2.0
1997-10-10,24,WITHDRAWAL,7641.0,7862.0,3931.0,2.0,11862.0,3954.0,3.0,11862.0,3954.0,3.0
1997-10-31,24,WITHDRAWAL,5700.0,5700.0,5700.0,1.0,5700.0,5700.0,1.0,13562.0,4520.666666666667,3.0
1997-10-31,24,WITHDRAWAL,14.6,5714.6,2857.3,2.0,5714.6,2857.3,2.0,13576.6,3394.15,4.0
1997-10-06,25,WITHDRAWAL,1110.0,1110.0,1110.0,1.0,1110.0,1110.0,1.0,1110.0,1110.0,1.0
1997-10-08,25,WITHDRAWAL,164.0,1274.0,637.0,2.0,1274.0,637.0,2.0,1274.0,637.0,2.0
1997-10-10,25,WITHDRAWAL,6817.0,6981.0,3490.5,2.0,8091.0,2697.0,3.0,8091.0,2697.0,3.0
1997-10-10,25,WITHDRAWAL,2600.0,9581.0,3193.6666666666665,3.0,10691.0,2672.75,4.0,10691.0,2672.75,4.0
1997-10-21,25,WITHDRAWAL,30700.0,30700.0,30700.0,1.0,40281.0,10070.25,4.0,41391.0,8278.2,5.0
1997-10-27,25,WITHDRAWAL,2500.0,2500.0,2500.0,1.0,33200.0,16600.0,2.0,43891.0,7315.166666666667,6.0
1997-10-31,25,WITHDRAWAL,14.6,14.6,14.6,1.0,33214.6,11071.533333333333,3.0,43905.6,6272.228571428571,7.0
1997-10-06,26,WITHDRAWAL,10387.0,10387.0,10387.0,1.0,10387.0,10387.0,1.0,10387.0,10387.0,1.0
1997-10-16,26,WITHDRAWAL,13200.0,13200.0,13200.0,1.0,23587.0,11793.5,2.0,23587.0,11793.5,2.0
1997-10-31,26,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,23601.6,7867.2,3.0
1997-10-02,27,WITHDRAWAL,2900.0,2900.0,2900.0,1.0,2900.0,2900.0,1.0,2900.0,2900.0,1.0
1997-10-05,27,WITHDRAWAL,1500.0,1500.0,1500.0,1.0,4400.0,2200.0,2.0,4400.0,2200.0,2.0
1997-10-05,27,WITHDRAWAL,4054.0,5554.0,2777.0,2.0,8454.0,2818.0,3.0,8454.0,2818.0,3.0
1997-10-31,27,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,8468.6,2117.15,4.0
1997-10-08,29,WITHDRAWAL,6871.0,6871.0,6871.0,1.0,6871.0,6871.0,1.0,6871.0,6871.0,1.0
1997-10-09,29,WITHDRAWAL,7700.0,14571.0,7285.5,2.0,14571.0,7285.5,2.0,14571.0,7285.5,2.0
1997-10-10,29,WITHDRAWAL,8.0,14579.0,4859.666666666667,3.0,14579.0,4859.666666666667,3.0,14579.0,4859.666666666667,3.0
1997-10-13,29,WITHDRAWAL,829.0,829.0,829.0,1.0,15408.0,3852.0,4.0,15408.0,3852.0,4.0
1997-10-31,29,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,15422.6,3084.52,5.0
1997-10-06,30,WITHDRAWAL,22300.0,22300.0,22300.0,1.0,22300.0,22300.0,1.0,22300.0,22300.0,1.0
1997-10-09,30,WITHDRAWAL,34700.0,34700.0,34700.0,1.0,57000.0,28500.0,2.0,57000.0,28500.0,2.0
1997-10-19,30,WITHDRAWAL,46600.0,46600.0,46600.0,1.0,103600.0,34533.333333333336,3.0,103600.0,34533.333333333336,3.0
1997-10-31,30,WITHDRAWAL,14.6,14.6,14.6,1.0,46614.6,23307.3,2.0,103614.6,25903.65,4.0
1997-10-02,31,WITHDRAWAL,5400.0,5400.0,5400.0,1.0,5400.0,5400.0,1.0,5400.0,5400.0,1.0
1997-10-08,31,WITHDRAWAL,40800.0,40800.0,40800.0,1.0,46200.0,23100.0,2.0,46200.0,23100.0,2.0
1997-10-12,31,WITHDRAWAL,10202.0,10202.0,10202.0,1.0,56402.0,18800.666666666668,3.0,56402.0,18800.666666666668,3.0
1997-10-31,31,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,56416.6,14104.15,4.0
1997-10-06,32,WITHDRAWAL,2000.0,2000.0,2000.0,1.0,2000.0,2000.0,1.0,2000.0,2000.0,1.0
1997-10-16,32,WITHDRAWAL,14100.0,14100.0,14100.0,1.0,16100.0,8050.0,2.0,16100.0,8050.0,2.0
1997-10-31,32,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,16114.6,5371.533333333334,3.0
1997-10-04,33,WITHDRAWAL,18300.0,18300.0,18300.0,1.0,18300.0,18300.0,1.0,18300.0,18300.0,1.0
1997-10-08,33,WITHDRAWAL,3892.0,3892.0,3892.0,1.0,22192.0,11096.0,2.0,22192.0,11096.0,2.0
1997-10-09,33,WITHDRAWAL,3200.0,7092.0,3546.0,2.0,25392.0,8464.0,3.0,25392.0,8464.0,3.0
1997-10-26,33,WITHDRAWAL,2700.0,2700.0,2700.0,1.0,2700.0,2700.0,1.0,28092.0,7023.0,4.0
1997-10-31,33,WITHDRAWAL,14.6,14.6,14.6,1.0,2714.6,1357.3,2.0,28106.6,5621.32,5.0
1997-10-01,34,WITHDRAWAL,14159.0,14159.0,14159.0,1.0,14159.0,14159.0,1.0,14159.0,14159.0,1.0
1997-10-08,34,WITHDRAWAL,502.0,502.0,502.0,1.0,14661.0,7330.5,2.0,14661.0,7330.5,2.0
1997-10-11,34,WITHDRAWAL,6070.0,6070.0,6070.0,1.0,20731.0,6910.333333333333,3.0,20731.0,6910.333333333333,3.0
1997-10-19,34,WITHDRAWAL,5700.0,5700.0,5700.0,1.0,12272.0,4090.6666666666665,3.0,26431.0,6607.75,4.0
1997-10-26,34,WITHDRAWAL,16100.0,16100.0,16100.0,1.0,21800.0,10900.0,2.0,42531.0,8506.2,5.0
1997-10-31,34,WITHDRAWAL,30.0,30.0,30.0,1.0,21830.0,7276.666666666667,3.0,28402.0,5680.4,5.0
1997-10-09,35,WITHDRAWAL,1362.0,1362.0,1362.0,1.0,1362.0,1362.0,1.0,1362.0,1362.0,1.0
1997-10-13,35,WITHDRAWAL,1022.0,1022.0,1022.0,1.0,2384.0,1192.0,2.0,2384.0,1192.0,2.0
1997-10-14,35,WITHDRAWAL,1300.0,2322.0,1161.0,2.0,3684.0,1228.0,3.0,3684.0,1228.0,3.0
1997-10-31,35,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,3698.6,924.65,4.0
1997-10-05,36,WITHDRAWAL,4069.0,4069.0,4069.0,1.0,4069.0,4069.0,1.0,4069.0,4069.0,1.0
1997-10-08,36,WITHDRAWAL,15100.0,15100.0,15100.0,1.0,19169.0,9584.5,2.0,19169.0,9584.5,2.0
1997-10-13,36,WITHDRAWAL,3840.0,3840.0,3840.0,1.0,23009.0,7669.666666666667,3.0,23009.0,7669.666666666667,3.0
1997-10-31,36,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,23023.6,5755.9,4.0
1997-10-17,37,WITHDRAWAL,7000.0,7000.0,7000.0,1.0,7000.0,7000.0,1.0,7000.0,7000.0,1.0
1997-10-07,38,WITHDRAWAL,2700.0,2700.0,2700.0,1.0,2700.0,2700.0,1.0,2700.0,2700.0,1.0
1997-10-01,39,WITHDRAWAL,1800.0,1800.0,1800.0,1.0,1800.0,1800.0,1.0,1800.0,1800.0,1.0
1997-10-08,39,WITHDRAWAL,2970.0,2970.0,2970.0,1.0,4770.0,2385.0,2.0,4770.0,2385.0,2.0
1997-10-14,39,WITHDRAWAL,145.0,145.0,145.0,1.0,4915.0,1638.3333333333333,3.0,4915.0,1638.3333333333333,3.0
1997-10-31,39,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,3129.6,1043.2,3.0
1997-10-07,40,WITHDRAWAL,33.0,33.0,33.0,1.0,33.0,33.0,1.0,33.0,33.0,1.0
1997-10-12,40,WITHDRAWAL,4301.0,4301.0,4301.0,1.0,4334.0,2167.0,2.0,4334.0,2167.0,2.0
1997-10-31,40,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,4348.6,1449.5333333333335,3.0
1997-10-01,41,WITHDRAWAL,8000.0,8000.0,8000.0,1.0,8000.0,8000.0,1.0,8000.0,8000.0,1.0
1997-10-31,41,WITHDRAWAL,11800.0,11800.0,11800.0,1.0,11800.0,11800.0,1.0,11800.0,11800.0,1.0
1997-10-05,42,WITHDRAWAL,239.0,239.0,239.0,1.0,239.0,239.0,1.0,239.0,239.0,1.0
1997-10-08,42,WITHDRAWAL,1592.0,1592.0,1592.0,1.0,1831.0,915.5,2.0,1831.0,915.5,2.0
1997-10-10,42,WITHDRAWAL,3200.0,4792.0,2396.0,2.0,5031.0,1677.0,3.0,5031.0,1677.0,3.0
1997-10-12,42,WITHDRAWAL,5520.0,8720.0,4360.0,2.0,10551.0,2637.75,4.0,10551.0,2637.75,4.0
1997-10-13,42,WITHDRAWAL,4239.0,9759.0,4879.5,2.0,14790.0,2958.0,5.0,14790.0,2958.0,5.0
1997-10-31,42,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,14804.6,2467.4333333333334,6.0
1997-10-05,43,WITHDRAWAL,6589.0,6589.0,6589.0,1.0,6589.0,6589.0,1.0,6589.0,6589.0,1.0
1997-10-24,43,WITHDRAWAL,13700.0,13700.0,13700.0,1.0,13700.0,13700.0,1.0,20289.0,10144.5,2.0
1997-10-31,43,WITHDRAWAL,14.6,14.6,14.6,1.0,13714.6,6857.3,2.0,20303.6,6767.866666666666,3.0
1997-10-09,44,WITHDRAWAL,2344.0,2344.0,2344.0,1.0,2344.0,2344.0,1.0,2344.0,2344.0,1.0
1997-10-31,44,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,2358.6,1179.3,2.0
1997-10-01,47,WITHDRAWAL,8963.0,8963.0,8963.0,1.0,8963.0,8963.0,1.0,8963.0,8963.0,1.0
1997-10-05,47,WITHDRAWAL,174.0,174.0,174.0,1.0,9137.0,4568.5,2.0,9137.0,4568.5,2.0
1997-10-06,47,WITHDRAWAL,141.0,315.0,157.5,2.0,9278.0,3092.6666666666665,3.0,9278.0,3092.6666666666665,3.0
1997-10-13,47,WITHDRAWAL,6940.0,6940.0,6940.0,1.0,16218.0,4054.5,4.0,16218.0,4054.5,4.0
1997-10-14,47,WITHDRAWAL,9.0,6949.0,3474.5,2.0,16227.0,3245.4,5.0,16227.0,3245.4,5.0
1997-10-16,47,WITHDRAWAL,25500.0,25509.0,12754.5,2.0,32764.0,6552.8,5.0,41727.0,6954.5,6.0
1997-10-31,47,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,32778.6,5463.099999999999,6.0
1997-10-06,48,WITHDRAWAL,6268.0,6268.0,6268.0,1.0,6268.0,6268.0,1.0,6268.0,6268.0,1.0
1997-10-07,48,WITHDRAWAL,1029.0,7297.0,3648.5,2.0,7297.0,3648.5,2.0,7297.0,3648.5,2.0
1997-10-13,48,WITHDRAWAL,16500.0,16500.0,16500.0,1.0,23797.0,7932.333333333333,3.0,23797.0,7932.333333333333,3.0
1997-10-30,48,WITHDRAWAL,1080.0,1080.0,1080.0,1.0,1080.0,1080.0,1.0,24877.0,6219.25,4.0
1997-10-31,48,WITHDRAWAL,14.6,1094.6,547.3,2.0,1094.6,547.3,2.0,24891.6,4978.32,5.0
1997-10-03,49,WITHDRAWAL,2800.0,2800.0,2800.0,1.0,2800.0,2800.0,1.0,2800.0,2800.0,1.0
1997-10-10,49,WITHDRAWAL,3102.0,3102.0,3102.0,1.0,5902.0,2951.0,2.0,5902.0,2951.0,2.0
1997-10-31,49,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,5916.6,1972.2,3.0
1997-10-05,50,WITHDRAWAL,269.0,269.0,269.0,1.0,269.0,269.0,1.0,269.0,269.0,1.0
1997-10-09,50,WITHDRAWAL,7024.0,7024.0,7024.0,1.0,7293.0,3646.5,2.0,7293.0,3646.5,2.0
1997-10-17,50,WITHDRAWAL,10400.0,10400.0,10400.0,1.0,17693.0,5897.666666666667,3.0,17693.0,5897.666666666667,3.0
1997-10-31,50,WITHDRAWAL,14.6,14.6,14.6,1.0,10414.6,5207.3,2.0,17707.6,4426.9,4.0
1997-10-03,51,WITHDRAWAL,13100.0,13100.0,13100.0,1.0,13100.0,13100.0,1.0,13100.0,13100.0,1.0
1997-10-06,51,WITHDRAWAL,2400.0,2400.0,2400.0,1.0,15500.0,7750.0,2.0,15500.0,7750.0,2.0
1997-10-07,51,WITHDRAWAL,2057.0,4457.0,2228.5,2.0,17557.0,5852.333333333333,3.0,17557.0,5852.333333333333,3.0
1997-10-12,51,WITHDRAWAL,2074.0,2074.0,2074.0,1.0,19631.0,4907.75,4.0,19631.0,4907.75,4.0
1997-10-31,51,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,19645.6,3929.12,5.0
1997-10-07,52,WITHDRAWAL,560.0,560.0,560.0,1.0,560.0,560.0,1.0,560.0,560.0,1.0
1997-10-11,52,WITHDRAWAL,3723.0,3723.0,3723.0,1.0,4283.0,2141.5,2.0,4283.0,2141.5,2.0
1997-10-26,52,WITHDRAWAL,22400.0,22400.0,22400.0,1.0,22400.0,22400.0,1.0,26683.0,8894.333333333334,3.0
1997-10-31,52,WITHDRAWAL,14.6,14.6,14.6,1.0,22414.6,11207.3,2.0,26697.6,6674.4,4.0
1997-10-11,53,WITHDRAWAL,2851.0,2851.0,2851.0,1.0,2851.0,2851.0,1.0,2851.0,2851.0,1.0
1997-10-31,53,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,2865.6,1432.8,2.0
1997-10-12,54,WITHDRAWAL,2280.0,2280.0,2280.0,1.0,2280.0,2280.0,1.0,2280.0,2280.0,1.0
1997-10-31,54,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,2294.6,1147.3,2.0
1997-10-10,55,WITHDRAWAL,3086.0,3086.0,3086.0,1.0,3086.0,3086.0,1.0,3086.0,3086.0,1.0
1997-10-31,55,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,3100.6,1550.3,2.0
1997-10-14,56,WITHDRAWAL,8080.0,8080.0,8080.0,1.0,8080.0,8080.0,1.0,8080.0,8080.0,1.0
1997-10-25,56,WITHDRAWAL,4200.0,4200.0,4200.0,1.0,12280.0,6140.0,2.0,12280.0,6140.0,2.0
1997-10-27,56,WITHDRAWAL,7000.0,11200.0,5600.0,2.0,19280.0,6426.666666666667,3.0,19280.0,6426.666666666667,3.0
1997-10-31,56,WITHDRAWAL,14.6,14.6,14.6,1.0,11214.6,3738.2000000000003,3.0,19294.6,4823.65,4.0
1997-10-07,57,WITHDRAWAL,17500.0,17500.0,17500.0,1.0,17500.0,17500.0,1.0,17500.0,17500.0,1.0
1997-10-10,57,WITHDRAWAL,4107.0,4107.0,4107.0,1.0,21607.0,10803.5,2.0,21607.0,10803.5,2.0
1997-10-17,57,WITHDRAWAL,800.0,800.0,800.0,1.0,22407.0,7469.0,3.0,22407.0,7469.0,3.0
1997-10-31,57,WITHDRAWAL,14.6,14.6,14.6,1.0,814.6,407.3,2.0,22421.6,5605.4,4.0
1997-10-07,58,WITHDRAWAL,2500.0,2500.0,2500.0,1.0,2500.0,2500.0,1.0,2500.0,2500.0,1.0
1997-10-17,58,WITHDRAWAL,3500.0,3500.0,3500.0,1.0,6000.0,3000.0,2.0,6000.0,3000.0,2.0
1997-10-31,58,WITHDRAWAL,14.6,14.6,14.6,1.0,3514.6,1757.3,2.0,6014.6,2004.8666666666668,3.0
1997-10-07,59,WITHDRAWAL,7000.0,7000.0,7000.0,1.0,7000.0,7000.0,1.0,7000.0,7000.0,1.0
1997-10-08,59,WITHDRAWAL,6190.0,13190.0,6595.0,2.0,13190.0,6595.0,2.0,13190.0,6595.0,2.0
1997-10-08,59,WITHDRAWAL,695.0,13885.0,4628.333333333333,3.0,13885.0,4628.333333333333,3.0,13885.0,4628.333333333333,3.0
1997-10-31,59,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,13899.6,3474.9,4.0
1997-10-05,61,WITHDRAWAL,668.0,668.0,668.0,1.0,668.0,668.0,1.0,668.0,668.0,1.0
1997-10-13,61,WITHDRAWAL,1645.0,1645.0,1645.0,1.0,2313.0,1156.5,2.0,2313.0,1156.5,2.0
1997-10-31,61,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,2327.6,775.8666666666667,3.0
1997-10-03,62,WITHDRAWAL,2300.0,2300.0,2300.0,1.0,2300.0,2300.0,1.0,2300.0,2300.0,1.0
1997-10-08,62,WITHDRAWAL,2273.0,2273.0,2273.0,1.0,4573.0,2286.5,2.0,4573.0,2286.5,2.0
1997-10-31,62,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,4587.6,1529.2,3.0
1997-10-02,63,WITHDRAWAL,2480.0,2480.0,2480.0,1.0,2480.0,2480.0,1.0,2480.0,2480.0,1.0
1997-10-05,63,WITHDRAWAL,157.0,157.0,157.0,1.0,2637.0,1318.5,2.0,2637.0,1318.5,2.0
1997-10-12,63,WITHDRAWAL,2237.0,2237.0,2237.0,1.0,4874.0,1624.6666666666667,3.0,4874.0,1624.6666666666667,3.0
1997-10-31,63,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,4888.6,1222.15,4.0
1997-10-07,64,WITHDRAWAL,3200.0,3200.0,3200.0,1.0,3200.0,3200.0,1.0,3200.0,3200.0,1.0
1997-10-06,65,WITHDRAWAL,686.0,686.0,686.0,1.0,686.0,686.0,1.0,686.0,686.0,1.0
1997-10-10,65,WITHDRAWAL,3401.0,3401.0,3401.0,1.0,4087.0,2043.5,2.0,4087.0,2043.5,2.0
1997-10-14,65,WITHDRAWAL,3315.0,3315.0,3315.0,1.0,7402.0,2467.3333333333335,3.0,7402.0,2467.3333333333335,3.0
1997-10-24,65,WITHDRAWAL,19800.0,19800.0,19800.0,1.0,26516.0,8838.666666666666,3.0,27202.0,6800.5,4.0
1997-10-31,65,WITHDRAWAL,14.6,14.6,14.6,1.0,19814.6,9907.3,2.0,27216.6,5443.32,5.0
1997-10-13,66,WITHDRAWAL,41200.0,41200.0,41200.0,1.0,41200.0,41200.0,1.0,41200.0,41200.0,1.0
1997-10-31,66,WITHDRAWAL,100.0,100.0,100.0,1.0,100.0,100.0,1.0,41300.0,20650.0,2.0
1997-10-03,67,WITHDRAWAL,12300.0,12300.0,12300.0,1.0,12300.0,12300.0,1.0,12300.0,12300.0,1.0
1997-10-05,67,WITHDRAWAL,7646.0,19946.0,9973.0,2.0,19946.0,9973.0,2.0,19946.0,9973.0,2.0
1997-10-06,67,WITHDRAWAL,9000.0,16646.0,8323.0,2.0,28946.0,9648.666666666666,3.0,28946.0,9648.666666666666,3.0
1997-10-12,67,WITHDRAWAL,6393.0,6393.0,6393.0,1.0,35339.0,8834.75,4.0,35339.0,8834.75,4.0
1997-10-12,67,WITHDRAWAL,6915.0,13308.0,6654.0,2.0,42254.0,8450.8,5.0,42254.0,8450.8,5.0
1997-10-13,67,WITHDRAWAL,445.0,13753.0,4584.333333333333,3.0,42699.0,7116.5,6.0,42699.0,7116.5,6.0
1997-10-31,67,WITHDRAWAL,14.6,14.6,14.6,1.0,14.6,14.6,1.0,42713.6,6101.942857142857,7.0
1997-10-05,68,WITHDRAWAL,20900.0,20900.0,20900.0,1.0,20900.0,20900.0,1.0,20900.0,20900.0,1.0
