date,account_id,type,amount
1997-10-01,1000,WITHDRAWAL,18400.0
1997-10-01,3749,WITHDRAWAL,1320.0
1997-10-01,3756,WITHDRAWAL,19600.0
1997-10-01,2465,WITHDRAWAL,300.0
1997-10-01,2475,WITHDRAWAL,3840.0
1997-10-01,2521,WITHDRAWAL,3100.0
1997-10-01,2514,WITHDRAWAL,12400.0
1997-10-01,2012,WITHDRAWAL,3840.0
1997-10-01,2142,CREDIT,1300.0
1997-10-01,5362,WITHDRAWAL,5200.0
1997-10-01,5263,WITHDRAWAL,100.0
1997-10-01,6473,WITHDRAWAL,12300.0
1997-10-01,6511,WITHDRAWAL,8799.0
1997-10-01,6699,CREDIT,5800.0
1997-10-01,3160,WITHDRAWAL,12100.0
1997-10-01,4427,WITHDRAWAL,5100.0
1997-10-01,1581,CREDIT,2000.0
1997-10-01,1739,WITHDRAWAL,8100.0
1997-10-01,1402,WITHDRAWAL,4900.0
1997-10-01,1404,CREDIT,6000.0
1997-10-01,3796,WITHDRAWAL,5400.0
1997-10-01,3795,WITHDRAWAL,4080.0
1997-10-01,4999,WITHDRAWAL,24367.0
1997-10-01,5092,WITHDRAWAL,8300.0
1997-10-01,693,WITHDRAWAL,5160.0
1997-10-01,955,WITHDRAWAL,7300.0
1997-10-01,968,WITHDRAWAL,5300.0
1997-10-01,1398,CREDIT,1200.0
1997-10-01,678,WITHDRAWAL,1800.0
1997-10-01,9833,WITHDRAWAL,10700.0
1997-10-01,9859,WITHDRAWAL,1000.0
1997-10-01,11328,WITHDRAWAL,12500.0
1997-10-01,3822,CREDIT,10000.0
1997-10-01,3815,CREDIT,7378.0
1997-10-01,325,WITHDRAWAL,1700.0
1997-10-01,625,CREDIT,10029.0
1997-10-01,302,WITHDRAWAL,2100.0
1997-10-01,293,WITHDRAWAL,7000.0
1997-10-01,299,CREDIT,7737.0
1997-10-01,1862,WITHDRAWAL,3300.0
1997-10-01,1861,WITHDRAWAL,2760.0
1997-10-01,2060,WITHDRAWAL,2700.0
1997-10-01,2066,WITHDRAWAL,2600.0
1997-10-01,2436,WITHDRAWAL,3500.0
1997-10-01,2431,WITHDRAWAL,1080.0
1997-10-02,2496,CREDIT,2000.0
1997-10-02,2504,WITHDRAWAL,2000.0
1997-10-02,2729,WITHDRAWAL,700.0
1997-10-02,3567,WITHDRAWAL,10500.0
1997-10-02,2242,WITHDRAWAL,35100.0
1997-10-02,2240,WITHDRAWAL,36900.0
1997-10-02,7753,CREDIT,35973.0
1997-10-02,9017,WITHDRAWAL,12700.0
1997-10-02,3129,WITHDRAWAL,3200.0
1997-10-02,3286,WITHDRAWAL,11664.0
1997-10-02,3283,WITHDRAWAL,4200.0
1997-10-02,3279,CREDIT,3200.0
1997-10-02,6030,WITHDRAWAL,13900.0
1997-10-02,6034,CREDIT,6036.0
1997-10-02,5868,CREDIT,42373.0
1997-10-02,91,WITHDRAWAL,5300.0
1997-10-02,125,WITHDRAWAL,2600.0
1997-10-02,126,WITHDRAWAL,8400.0
1997-10-02,1893,CREDIT,6976.0
1997-10-02,2191,WITHDRAWAL,6100.0
1997-10-02,1545,CREDIT,20596.0
1997-10-02,1611,WITHDRAWAL,1100.0
1997-10-02,3999,WITHDRAWAL,2760.0
1997-10-02,3990,CREDIT,2400.0
1997-10-02,4009,WITHDRAWAL,23300.0
1997-10-02,6950,WITHDRAWAL,5880.0
1997-10-02,928,CREDIT,500.0
1997-10-02,917,CREDIT,700.0
1997-10-02,913,WITHDRAWAL,4100.0
1997-10-02,1030,WITHDRAWAL,1100.0
1997-10-02,1032,WITHDRAWAL,12600.0
1997-10-02,2209,CREDIT,20238.0
1997-10-02,838,WITHDRAWAL,1300.0
1997-10-02,3419,WITHDRAWAL,5280.0
1997-10-02,3618,WITHDRAWAL,2040.0
1997-10-02,3626,WITHDRAWAL,4320.0
1997-10-02,4035,CREDIT,2700.0
1997-10-02,10652,WITHDRAWAL,2800.0
1997-10-02,595,WITHDRAWAL,8193.0
1997-10-02,1157,WITHDRAWAL,2000.0
1997-10-02,455,WITHDRAWAL,4680.0
1997-10-02,2054,WITHDRAWAL,4900.0
1997-10-02,2291,WITHDRAWAL,1200.0
1997-10-02,2639,WITHDRAWAL,16900.0
1997-10-02,10940,WITHDRAWAL,4600.0
1997-10-02,10788,WITHDRAWAL,5300.0
1997-10-02,10788,WITHDRAWAL,4200.0
1997-10-02,4746,CREDIT,36713.0
1997-10-02,4746,WITHDRAWAL,62400.0
1997-10-02,6902,WITHDRAWAL,1100.0
1997-10-02,6715,WITHDRAWAL,18259.0
1997-10-02,6866,CREDIT,400.0
1997-10-02,1453,WITHDRAWAL,15177.0
1997-10-02,1821,WITHDRAWAL,3840.0
1997-10-02,2655,CREDIT,5700.0
1997-10-02,4195,WITHDRAWAL,16700.0
1997-10-02,2944,CREDIT,3900.0
1997-10-02,2933,CREDIT,45453.0
1997-10-02,3306,WITHDRAWAL,3100.0
1997-10-02,3297,WITHDRAWAL,3360.0
1997-10-02,3949,WITHDRAWAL,18200.0
1997-10-02,3942,WITHDRAWAL,28300.0
1997-10-02,2686,WITHDRAWAL,5600.0
1997-10-02,3334,CREDIT,2600.0
1997-10-02,3347,WITHDRAWAL,1920.0
1997-10-02,3330,WITHDRAWAL,20800.0
1997-10-02,3343,WITHDRAWAL,12500.0
1997-10-02,3353,WITHDRAWAL,33000.0
1997-10-02,3330,CREDIT,43436.0
1997-10-02,3353,CREDIT,49978.0
1997-10-02,9403,WITHDRAWAL,30000.0
1997-10-02,9455,WITHDRAWAL,11131.0
1997-10-02,9504,WITHDRAWAL,6300.0
1997-10-02,9528,WITHDRAWAL,14300.0
1997-10-02,9510,WITHDRAWAL,8000.0
1997-10-02,9494,CREDIT,4100.0
1997-10-02,9491,WITHDRAWAL,14100.0
1997-10-02,428,WITHDRAWAL,1360.0
1997-10-02,503,WITHDRAWAL,7300.0
1997-10-02,390,CREDIT,38238.0
1997-10-02,390,WITHDRAWAL,27200.0
1997-10-02,413,WITHDRAWAL,2600.0
1997-10-02,1962,WITHDRAWAL,3600.0
1997-10-02,9656,WITHDRAWAL,10015.0
1997-10-02,1757,WITHDRAWAL,24355.0
1997-10-02,1761,CREDIT,4400.0
1997-10-02,1750,WITHDRAWAL,13600.0
1997-10-02,1856,WITHDRAWAL,630.0
1997-10-02,4321,CREDIT,39032.0
1997-10-02,4321,WITHDRAWAL,21000.0
1997-10-02,4287,WITHDRAWAL,2040.0
1997-10-02,4273,WITHDRAWAL,21800.0
1997-10-02,5628,WITHDRAWAL,2880.0
1997-10-02,5591,WITHDRAWAL,23884.0
1997-10-02,1353,WITHDRAWAL,9200.0
1997-10-02,1344,CREDIT,46042.0
1997-10-02,1360,WITHDRAWAL,2200.0
1997-10-02,1490,CREDIT,16605.0
1997-10-02,1065,CREDIT,900.0
1997-10-02,1083,WITHDRAWAL,1080.0
1997-10-02,1083,WITHDRAWAL,3000.0
1997-10-02,3954,WITHDRAWAL,3100.0
1997-10-02,3967,CREDIT,16355.0
1997-10-02,3956,WITHDRAWAL,3240.0
1997-10-02,3886,CREDIT,3700.0
1997-10-02,3890,CREDIT,2200.0
1997-10-02,4368,CREDIT,7900.0
1997-10-02,4343,WITHDRAWAL,11200.0
1997-10-02,4361,WITHDRAWAL,14700.0
1997-10-02,4346,CREDIT,27938.0
1997-10-02,1011,WITHDRAWAL,9300.0
1997-10-02,1252,WITHDRAWAL,9170.0
1997-10-02,2334,WITHDRAWAL,6600.0
1997-10-02,885,WITHDRAWAL,12900.0
1997-10-02,897,CREDIT,6200.0
1997-10-02,3768,CREDIT,13284.0
1997-10-02,2859,CREDIT,9600.0
1997-10-02,2855,WITHDRAWAL,2400.0
1997-10-02,2350,CREDIT,19795.0
1997-10-02,2358,WITHDRAWAL,1900.0
1997-10-02,2424,WITHDRAWAL,26900.0
1997-10-02,2023,WITHDRAWAL,14400.0
1997-10-02,2035,WITHDRAWAL,11800.0
1997-10-02,2028,WITHDRAWAL,6300.0
1997-10-02,4533,CREDIT,4700.0
1997-10-02,4576,WITHDRAWAL,6100.0
1997-10-02,7957,WITHDRAWAL,14100.0
1997-10-02,2917,WITHDRAWAL,9800.0
1997-10-02,3386,WITHDRAWAL,17421.0
1997-10-02,3378,WITHDRAWAL,5760.0
1997-10-02,3389,WITHDRAWAL,7500.0
1997-10-02,4132,CREDIT,1000.0
1997-10-02,4131,WITHDRAWAL,26500.0
1997-10-02,2794,WITHDRAWAL,11500.0
1997-10-02,2790,WITHDRAWAL,1000.0
1997-10-02,1649,WITHDRAWAL,39400.0
1997-10-02,3505,WITHDRAWAL,15700.0
1997-10-02,3519,WITHDRAWAL,13100.0
1997-10-02,3714,WITHDRAWAL,11300.0
1997-10-02,3720,WITHDRAWAL,1440.0
1997-10-02,3711,WITHDRAWAL,9900.0
1997-10-02,4377,CREDIT,44573.0
1997-10-02,562,WITHDRAWAL,24500.0
1997-10-02,573,CREDIT,19609.0
1997-10-02,718,WITHDRAWAL,24566.0
1997-10-02,715,WITHDRAWAL,8900.0
1997-10-02,1268,WITHDRAWAL,500.0
1997-10-02,539,CREDIT,33969.0
1997-10-02,3407,CREDIT,1600.0
1997-10-02,10018,WITHDRAWAL,8100.0
1997-10-02,10019,WITHDRAWAL,20000.0
1997-10-02,10105,WITHDRAWAL,5300.0
1997-10-02,3202,WITHDRAWAL,1600.0
1997-10-02,3359,WITHDRAWAL,630.0
1997-10-02,3733,CREDIT,18227.0
1997-10-02,3726,WITHDRAWAL,3900.0
1997-10-02,7445,WITHDRAWAL,22900.0
1997-10-02,7445,WITHDRAWAL,2700.0
1997-10-02,7445,CREDIT,19777.0
1997-10-02,185,WITHDRAWAL,12000.0
1997-10-02,197,WITHDRAWAL,12000.0
1997-10-02,378,WITHDRAWAL,7354.0
1997-10-02,377,WITHDRAWAL,24200.0
1997-10-02,211,CREDIT,38689.0
1997-10-02,211,WITHDRAWAL,44100.0
1997-10-02,218,CREDIT,42672.0
1997-10-02,1789,CREDIT,3400.0
1997-10-02,2314,WITHDRAWAL,12500.0
1997-10-02,7594,WITHDRAWAL,2500.0
1997-10-02,2389,WITHDRAWAL,4400.0
1997-10-02,2395,WITHDRAWAL,4680.0
1997-10-02,2625,WITHDRAWAL,27200.0
1997-10-02,2982,WITHDRAWAL,3481.0
1997-10-02,2262,CREDIT,34911.0
1997-10-02,6306,CREDIT,49145.0
1997-10-02,7926,WITHDRAWAL,34000.0
1997-10-02,3212,CREDIT,1900.0
1997-10-02,5250,CREDIT,17993.0
1997-10-02,45,CREDIT,10400.0
1997-10-02,63,WITHDRAWAL,2480.0
1997-10-02,18,WITHDRAWAL,20900.0
1997-10-02,31,WITHDRAWAL,5400.0
1997-10-02,27,WITHDRAWAL,2900.0
1997-10-02,31,CREDIT,19742.0
1997-10-02,3010,WITHDRAWAL,5700.0
1997-10-02,1804,WITHDRAWAL,18200.0
1997-10-02,1527,WITHDRAWAL,16316.0
1997-10-02,3892,WITHDRAWAL,1170.0
1997-10-02,851,CREDIT,11724.0
1997-10-02,846,WITHDRAWAL,14700.0
1997-10-02,1048,WITHDRAWAL,2400.0
1997-10-02,1510,WITHDRAWAL,3400.0
1997-10-02,3586,WITHDRAWAL,13200.0
1997-10-02,3591,WITHDRAWAL,4200.0
1997-10-02,4969,CREDIT,27478.0
1997-10-02,2446,WITHDRAWAL,1700.0
1997-10-02,2460,WITHDRAWAL,2700.0
1997-10-02,2450,WITHDRAWAL,16800.0
1997-10-02,977,WITHDRAWAL,600.0
1997-10-02,2267,CREDIT,31024.0
1997-10-02,2286,WITHDRAWAL,8800.0
1997-10-02,2515,CREDIT,22121.0
1997-10-02,2866,WITHDRAWAL,2700.0
1997-10-02,2007,CREDIT,15964.0
1997-10-02,2012,WITHDRAWAL,640.0
1997-10-02,2136,CREDIT,600.0
1997-10-02,5369,WITHDRAWAL,6300.0
1997-10-02,5290,CREDIT,20149.0
1997-10-02,6555,CREDIT,37662.0
1997-10-02,6473,WITHDRAWAL,26400.0
1997-10-02,9179,WITHDRAWAL,5100.0
1997-10-02,9104,WITHDRAWAL,26300.0
1997-10-02,3037,WITHDRAWAL,6200.0
1997-10-02,3036,WITHDRAWAL,6002.0
1997-10-02,3143,WITHDRAWAL,6400.0
1997-10-02,4442,WITHDRAWAL,2900.0
1997-10-02,1583,WITHDRAWAL,13700.0
1997-10-02,1568,WITHDRAWAL,8300.0
1997-10-02,1722,WITHDRAWAL,16800.0
1997-10-02,1994,WITHDRAWAL,5516.0
1997-10-02,1989,WITHDRAWAL,3840.0
1997-10-02,2877,WITHDRAWAL,12462.0
1997-10-02,1408,WITHDRAWAL,28300.0
1997-10-02,1419,WITHDRAWAL,700.0
1997-10-02,3608,WITHDRAWAL,9900.0
1997-10-02,3809,WITHDRAWAL,4080.0
1997-10-02,5066,CREDIT,49103.0
1997-10-02,4994,WITHDRAWAL,12500.0
1997-10-02,962,WITHDRAWAL,18778.0
1997-10-02,1389,CREDIT,11996.0
1997-10-02,1389,WITHDRAWAL,5800.0
1997-10-02,675,WITHDRAWAL,3360.0
1997-10-02,11320,WITHDRAWAL,15200.0
1997-10-02,3264,WITHDRAWAL,600.0
1997-10-02,8261,WITHDRAWAL,4400.0
1997-10-02,343,WITHDRAWAL,450.0
1997-10-02,347,WITHDRAWAL,7000.0
1997-10-02,313,WITHDRAWAL,1200.0
1997-10-02,294,WITHDRAWAL,9200.0
1997-10-02,1874,WITHDRAWAL,3000.0
1997-10-02,2435,WITHDRAWAL,7597.0
1997-10-03,2724,WITHDRAWAL,7300.0
1997-10-03,3568,WITHDRAWAL,2300.0
1997-10-03,3567,CREDIT,13894.0
1997-10-03,2227,WITHDRAWAL,3600.0
1997-10-03,2237,WITHDRAWAL,6800.0
1997-10-03,7636,WITHDRAWAL,8100.0
1997-10-03,7774,WITHDRAWAL,5400.0
1997-10-03,7733,WITHDRAWAL,7200.0
1997-10-03,9041,WITHDRAWAL,2348.0
1997-10-03,11362,WITHDRAWAL,6100.0
1997-10-03,3287,WITHDRAWAL,13700.0
1997-10-03,3636,WITHDRAWAL,2400.0
1997-10-03,154,WITHDRAWAL,4900.0
1997-10-03,181,WITHDRAWAL,1600.0
1997-10-03,99,WITHDRAWAL,21720.0
1997-10-03,93,WITHDRAWAL,2500.0
1997-10-03,120,CREDIT,5200.0
1997-10-03,132,WITHDRAWAL,39600.0
1997-10-03,6226,CREDIT,3900.0
1997-10-03,1528,WITHDRAWAL,10300.0
1997-10-03,1611,WITHDRAWAL,1400.0
1997-10-03,7176,WITHDRAWAL,14000.0
1997-10-03,921,WITHDRAWAL,2700.0
1997-10-03,1026,CREDIT,6500.0
1997-10-03,839,WITHDRAWAL,25200.0
1997-10-03,840,WITHDRAWAL,18600.0
1997-10-03,3673,WITHDRAWAL,400.0
1997-10-03,3674,CREDIT,12766.0
1997-10-03,3679,CREDIT,2600.0
1997-10-03,3677,WITHDRAWAL,1440.0
1997-10-03,3614,WITHDRAWAL,9300.0
1997-10-03,4035,WITHDRAWAL,8700.0
1997-10-03,4091,WITHDRAWAL,7300.0
1997-10-03,10652,WITHDRAWAL,19708.0
1997-10-03,10774,CREDIT,3700.0
1997-10-03,10711,WITHDRAWAL,300.0
1997-10-03,10645,WITHDRAWAL,5900.0
1997-10-03,10738,WITHDRAWAL,5700.0
1997-10-03,470,WITHDRAWAL,2000.0
1997-10-03,596,WITHDRAWAL,3700.0
1997-10-03,467,WITHDRAWAL,6400.0
1997-10-03,458,WITHDRAWAL,2700.0
1997-10-03,3311,CREDIT,13566.0
1997-10-03,3322,WITHDRAWAL,13200.0
1997-10-03,10812,CREDIT,5304.0
1997-10-03,1826,WITHDRAWAL,10500.0
1997-10-03,1948,CREDIT,45338.0
1997-10-03,4753,WITHDRAWAL,6800.0
1997-10-03,6792,WITHDRAWAL,3600.0
1997-10-03,6701,WITHDRAWAL,2400.0
1997-10-03,1334,WITHDRAWAL,1320.0
1997-10-03,1820,WITHDRAWAL,9300.0
1997-10-03,4214,WITHDRAWAL,58600.0
1997-10-03,4214,CREDIT,39374.0
1997-10-03,2933,WITHDRAWAL,42900.0
1997-10-03,2934,WITHDRAWAL,5100.0
1997-10-03,2933,CREDIT,42880.0
1997-10-03,3933,CREDIT,10500.0
1997-10-03,2804,WITHDRAWAL,4000.0
1997-10-03,2808,WITHDRAWAL,2500.0
1997-10-03,10973,CREDIT,40849.0
1997-10-03,3351,WITHDRAWAL,1200.0
1997-10-03,9528,WITHDRAWAL,4000.0
1997-10-03,9583,CREDIT,3100.0
1997-10-03,493,WITHDRAWAL,700.0
1997-10-03,496,WITHDRAWAL,3200.0
1997-10-03,521,CREDIT,11617.0
1997-10-03,757,WITHDRAWAL,1900.0
1997-10-03,3248,WITHDRAWAL,3000.0
1997-10-03,3247,CREDIT,1800.0
1997-10-03,1965,CREDIT,29937.0
1997-10-03,2163,WITHDRAWAL,1200.0
1997-10-03,2175,WITHDRAWAL,19400.0
1997-10-03,9646,WITHDRAWAL,5800.0
1997-10-03,1749,WITHDRAWAL,16700.0
1997-10-03,1743,WITHDRAWAL,1840.0
1997-10-03,1761,WITHDRAWAL,3130.0
1997-10-03,4266,WITHDRAWAL,8000.0
1997-10-03,4321,CREDIT,42566.0
1997-10-03,4321,WITHDRAWAL,56300.0
1997-10-03,5602,WITHDRAWAL,2200.0
1997-10-03,5483,WITHDRAWAL,7800.0
1997-10-03,5602,CREDIT,5100.0
1997-10-03,10607,WITHDRAWAL,18900.0
1997-10-03,1211,WITHDRAWAL,2200.0
1997-10-03,1344,WITHDRAWAL,33400.0
1997-10-03,2838,CREDIT,40763.0
1997-10-03,2825,WITHDRAWAL,17100.0
1997-10-03,2838,WITHDRAWAL,34700.0
1997-10-03,2834,WITHDRAWAL,12000.0
1997-10-03,3229,CREDIT,26961.0
1997-10-03,3848,WITHDRAWAL,4200.0
1997-10-03,2566,WITHDRAWAL,2100.0
1997-10-03,2563,CREDIT,2900.0
1997-10-03,2697,CREDIT,1100.0
1997-10-03,3888,CREDIT,2700.0
1997-10-03,8129,WITHDRAWAL,12600.0
1997-10-03,8225,CREDIT,1700.0
1997-10-03,8149,WITHDRAWAL,4900.0
1997-10-03,8114,WITHDRAWAL,8800.0
1997-10-03,1121,WITHDRAWAL,600.0
1997-10-03,1127,WITHDRAWAL,13100.0
1997-10-03,1261,WITHDRAWAL,11200.0
1997-10-03,2326,WITHDRAWAL,23356.0
1997-10-03,2341,WITHDRAWAL,990.0
1997-10-03,895,WITHDRAWAL,1400.0
1997-10-03,3763,WITHDRAWAL,3800.0
1997-10-03,2858,WITHDRAWAL,4440.0
1997-10-03,2860,CREDIT,48957.0
1997-10-03,2856,WITHDRAWAL,7200.0
1997-10-03,2361,WITHDRAWAL,3120.0
1997-10-03,2147,WITHDRAWAL,5100.0
1997-10-03,2759,CREDIT,7224.0
1997-10-03,2755,WITHDRAWAL,480.0
